id_aero,nom_aero,ville_aero,gmt_aero
7125,Amarais Airport,Campinas,-3
7126,Phoenix Goodyear Airport,Goodyear,-7
7128,Toowoomba Airport,Toowoomba,10
7129,Ballera Airport,Ballera,10
7130,Gatton Campus Airport,Gatton,10
7131,Arkalyk North Airport,Arkalyk,6
7134,Nabern/Teck Airport,Kirchheim-Teck,1
7135,Angoon Seaplane Base,Angoon,-9
7136,Elfin Cove Seaplane Base,Elfin Cove,-9
7140,Funter Bay Seaplane Base,Funter Bay,-9
7142,Hoonah Airport,Hoonah,-9
7143,Kake Airport,Kake,-9
7146,Metlakatla Seaplane Base,Metakatla,-9
7148,Hydaburg Seaplane Base,Hydaburg,-9
7154,Egegik Airport,Egegik,-9
7157,Perryville Airport,Perryville,-9
7158,Pilot Point Airport,Pilot Point,-9
7159,South Naknek Nr 2 Airport,South Naknek,-9
7160,Akhiok Airport,Akhiok,-9
7161,Karluk Airport,Karluk,-9
7162,Larsen Bay Airport,Larsen Bay,-9
7177,Ambler Airport,Ambler,-9
7178,Buckland Airport,Buckland,-9
7179,Bob Baker Memorial Airport,Kiana,-9
7180,Kobuk Airport,Kobuk,-9
7181,Robert (Bob) Curtis Memorial Airport,Noorvik,-9
7182,Selawik Airport,Selawik,-9
7183,Brevig Mission Airport,Brevig Mission,-9
7184,Elim Airport,Elim,-9
7185,Golovin Airport,Golovin,-9
7186,Teller Airport,Teller,-9
7187,Wales Airport,Wales,-9
7188,White Mountain Airport,White Mountain,-9
7190,Koyuk Alfred Adams Airport,Koyuk,-9
7191,St Michael Airport,St. Michael,-9
7192,Shaktoolik Airport,Shaktoolik,-9
7194,Tin City Long Range Radar Station Airport,Tin City,-9
7195,Atka Airport,Atka,-10
7196,Nikolski Air Station,Nikolski,-9
7198,Yakataga Airport,Yakataga,-9
7199,Alakanuk Airport,Alakanuk,-9
7201,Kipnuk Airport,Kipnuk,-9
7202,False Pass Airport,False Pass,-9
7203,Nelson Lagoon Airport,Nelson Lagoon,-9
7204,Port Moller Airport,Cold Bay,-9
7205,Klawock Airport,Klawock,-9
7206,Quinhagak Airport,Quinhagak,-9
7207,Kotlik Airport,Kotlik,-9
7208,Koyukuk Airport,Koyukuk,-9
7209,Scammon Bay Airport,Scammon Bay,-9
7210,Nondalton Airport,Nondalton,-9
7213,Kongiganak Airport,Kongiganak,-9
7214,Nikolai Airport,Nikolai,-9
7217,Akiak Airport,Akiak,-9
7220,Wainwright Airport,Wainwright,-9
7221,Zapala Airport,ZAPALA,-3
7222,Rincon De Los Sauces Airport,Rincon de los Sauces,-3
7226,Tte. Julio Gallardo Airport,Puerto Natales,-4
7229,Sierra Grande Airport,Sierra Grande,-3
7230,Cabo F.A.A. H. R. Bordón Airport,Ingeniero Jacobacci,-3
7233,Chenega Bay Airport,Chenega,-9
7235,Tok Junction Airport,Tok,-9
7236,Circle City /New/ Airport,Circle,-9
7240,Sleetmute Airport,Sleetmute,-9
7242,Healy River Airport,Healy,-9
7244,Klawock Seaplane Base,Klawock,-9
7245,Minchumina Airport,Lake Minchumina,-9
7246,Manley Hot Springs Airport,Manley Hot Springs,-9
7251,Natuashish Airport,Natuashish,-4
7252,Postville Airport,Postville,-4
7253,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,-5
7254,Alma Airport,Alma,-5
7255,Havre St Pierre Airport,Havre-Saint-Pierre,-5
7256,Rimouski Airport,Rimouski,-5
7259,Tadoule Lake Airport,Tadoule Lake,-6
7260,Lac Brochet Airport,Lac Brochet,-6
7261,South Indian Lake Airport,South Indian Lake,-6
7262,Brochet Airport,Brochet,-6
7263,Little Grand Rapids Airport,Little Grand Rapids,-6
7264,Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,-6
7265,Red Sucker Lake Airport,Red Sucker Lake,-6
7266,Rainbow Lake Airport,Rainbow Lake,-7
7267,Bonnyville Airport,Bonnyville,-7
7268,Nanaimo Harbour Water Airport,Nanaimo,-8
7269,Ganges Seaplane Base,Ganges,-8
7272,Fort St James Airport,Fort St. James,-8
7273,Boundary Bay Airport,Boundary Bay,-8
7274,Langley Airport,Langley Township,-8
7275,Denny Island Airport,Bella Bella,-8
7277,Wekweètì Airport,Wekweeti,-7
7278,Camaguey-Campo Cuatro Milpas Airport,Guasave,-7
7280,Cabo San Lucas International Airport,Cabo San Lucas,-7
7291,Corn Island,Corn Island,-6
7292,San Pedro Airport,Bonanza,-6
7293,Rosita Airport,Rosita,-6
7294,Siuna,Siuna,-6
7295,Waspam Airport,Waspam,-6
7296,San Carlos,San Carlos,-6
7297,Playa Samara/Carrillo Airport,Carrillo,-6
7301,Constanza - Expedición 14 de Junio National Airport,Constanza,-4
7302,Negril Airport,Negril,-5
7307,José Aponte de la Torre Airport,Ceiba,-4
7309,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,-4
7311,D. Casimiro Szlapelis Airport,Alto Rio Senguer,-3
7312,Jose De San Martin Airport,Jose de San Martin,-3
7313,Uyuni Airport,Uyuni,-4
7317,Rurenabaque Airport,Rerrenabaque,-4
7320,Abaiang Airport,Abaiang Atoll,12
7323,Afobakka Airstrip,Afobaka,-3
7324,Alalapadu Airstrip,Alapadu,-3
7325,Albina Airport,Albina,-3
7326,Lawa Anapaike Airstrip,Anapaike,-3
7327,Apetina Airstrip,Apetina,-3
7330,Drietabbetje Airport,Drietabbetje,-3
7331,Kabalebo Airport,Kabalebo,-3
7332,Kayser Airport,Kayser,-3
7333,Kwamalasoemoetoe Airport,Kwamelasemoetoe,-3
7334,Moengo Airstrip,Moengo,-3
7335,Nieuw Nickerie Airport,Nieuw Nickerie,-3
7336,Vincent Fayks Airport,Paloemeu,-3
7337,Sarakreek Airstrip,Sarakreek,-3
7338,Sipaliwini Airport,Sipaliwini,-3
7339,Stoelmanseiland Airport,Stoelmans Eiland,-3
7340,Totness Airport,Totness,-3
7341,Wageningen Airstrip,Wageningen,-3
7343,Codela Airport,Guapiles,-6
7346,Orinduik Airport,Orinduik,-4
7347,Annai Airport,Annai,-4
7348,Apoteri Airport,Apoteri,-4
7349,Imbaimadai Airport,Imbaimadai,-4
7350,Kamarang Airport,Kamarang,-4
7351,Mabaruma Airport,Mabaruma,-4
7352,Mahdia Airport,Mahdia,-4
7353,Dr Augusto Roberto Fuster International Airport,Pedro Juan Caballero,-4
7354,Alcides Fernández Airport,Acandi,-5
7355,Los Colonizadores Airport,Saravena,-5
7357,Batagay Airport,Batagay,10
7359,Villa Garzón Airport,Villa Garzon,-5
7360,El Bagre Airport,El Bagre,-5
7361,Juan H White Airport,Caucasia,-5
7362,Mandinga Airport,Condoto,-5
7363,Golfo de Morrosquillo Airport,Tolu,-5
7364,Cabo Frio Airport,Cabo Frio,-3
7367,Presidente João Batista Figueiredo Airport,Sinop,-4
7368,Gurupi Airport,Gurupi,-3
7369,Santana do Araguaia Airport,Santana do Araguaia,-3
7370,Breves Airport,Breves,-3
7371,Soure Airport,Soure,-3
7372,Parintins Airport,Parintins,-4
7373,Barreiras Airport,Barreiras,-3
7374,Santa Terezinha Airport,Santa Terezinha,-4
7375,Minaçu Airport,Minacu,-3
7376,Araguaína Airport,Araguaina,-3
7377,Novo Aripuanã Airport,Novo Aripuana,-4
7378,Fazenda Colen Airport,Lucas do Rio Verde,-4
7379,Tenente Lund Pressoto Airport,Franca,-3
7380,Dourados Airport,Dourados,-4
7381,Lábrea Airport,Labrea,-4
7382,Maestro Marinho Franco Airport,Rondonopolis,-4
7383,Tancredo Thomas de Faria Airport,Guarapuava,-3
7384,Santa Terezinha Airport,Joacaba,-3
7394,General Leite de Castro Airport,Rio Verde,-3
7395,Romeu Zema Airport,Araxa,-3
7396,Maués Airport,Maues,-4
7397,Borba Airport,Borba,-4
7398,Coari Airport,Coari,-4
7399,Barcelos Airport,Barcelos,-4
7406,Diamantino Airport,Diamantino,-4
7407,Guanambi Airport,Guanambi,-3
7408,Tsletsi Airport,Djelfa,1
7409,Nzagi Airport,Nzagi,1
7411,Lucapa Airport,Lucapa,1
7412,Capanda Airport,Kapanda,1
7413,Am Timan Airport,Am Timan,1
7414,Shark El Oweinat International Airport,Sharq Al-Owainat,2
7415,Eastern WV Regional Airport/Shepherd Field,Martinsburg,-5
7416,Awassa Airport,Awasa,3
7417,Wilwal International Airport,Jijiga,3
7418,Mekane Selam Airport,Mekane Selam,3
7419,Debra Marcos Airport,Debre Marqos,3
7420,Debre Tabor Airport,Debre Tabor,3
7421,Harar Meda Airport,Debre Zeyit,3
7422,Robe Airport,Goba,3
7423,Mayumba Airport,Mayumba,1
7424,Mara Serena Lodge Airstrip,Masai Mara,3
7426,Mulika Lodge Airport,Meru National Park,3
7427,Rumbek Airport,Rumbek,3
7428,Yei Airport,Yei,3
7429,Cape Palmas Airport,Greenville,0
7432,Ecuvillens Airport,Ecuvillens,1
7437,Inhaca Airport,Inhaca,2
7442,Ouro Sogui Airport,Matam,0
7443,Bird Island Airport,Bird Island,4
7446,Wadi Halfa Airport,Wadi Halfa,3
7447,Enfidha - Hammamet International Airport,Enfidha,1
7448,Kidepo Airport,Kidepo,3
7449,Kitgum Airport,Kitgum,3
7450,Bugungu Airport,Pakuba,3
7451,Svea Airport,Sveagruva,1
7452,Ny-Ålesund Airport (Hamnerabben),Ny-Alesund,1
7453,Hatay Airport,Hatay,3
7454,Kihnu Airfield,Kihnu,2
7455,Ruhnu Airfield,Ruhnu,2
7456,Raivavae Airport,Raivavae,-10
7457,Foshan Shadi Airport,Foshan,8
7458,Huizhou Airport,Huizhou,8
7459,Lleida-Alguaire Airport,Lleida,1
7461,Ouessant Airport,Ouessant,1
7464,Bildudalur Airport,Bildudalur,0
7465,Gjögur Airport,Gjogur,0
7466,Sauðárkrókur Airport,Saudarkrokur,0
7467,Selfoss Airport,Selfoss,0
7468,Inishmaan Aerodrome,Inishmaan,0
7469,Ak Bashat Airport,Taldykorgan,6
7470,Ulgii Mongolei Airport,Olgii,7
7472,Qurghonteppa International Airport,Kurgan Tyube,5
7473,Vologda Airport,Vologda,3
7474,Severo-Evensk Airport,Evensk,11
7475,Olenyok Airport,Olenyok,9
7476,Saskylakh Airport,Saskylakh,9
7480,Leshukonskoye Airport,Arkhangelsk,3
7481,Nizhneangarsk Airport,Nizhneangarsk,8
7483,Vanavara Airport,Vanavara,7
7484,Aykhal Airport,Aykhal,9
7485,Uktus Airport,Yekaterinburg,5
7486,Baykit Airport,Baykit,7
7487,Biysk Airport,Biysk,7
7488,Huesca/Pirineos Airport,Huesca,1
7489,Ciudad Real Central Airport,Ciudad Real,1
7490,Al Najaf International Airport,Najaf,3
7492,Colonsay Airstrip,Colonsay,0
7494,Rock Hill - York County Airport,Rock Hill,-5
7495,Allegheny County Airport,Pittsburgh,-5
7496,Cecil Airport,Jacksonville,-5
7497,Fulton County Airport Brown Field,Atlanta,-5
7498,Tresco Heliport,Tresco,0
7499,Tarin Kowt Airport,Tarin Kowt,4.5
7500,Zaranj Airport,Zaranj,4.5
7501,Chakcharan Airport,Chaghcharan,4.5
7503,Fuyang Xiguan Airport,Fuyang,8
7504,Longyan Guanzhishan Airport,Longyan,8
7505,Baoshan Yunduan Airport,Baoshan,8
7506,Xingyi Airport,Xingyi,8
7508,Liping Airport,Liping,8
7510,Stepanakert Air Base,Stepanakert,4
7511,The Ohio State University Airport - Don Scott Field,Columbus,-5
7513,Addison Airport,Addison,-6
7514,Destin Executive Airport,Destin,-6
7516,Kherson International Airport,Kherson,2
7517,Ryan's Creek Aerodrome,Stewart Island,12
7518,Assumption Island Airport,Assumption Island,4
7519,Zhijiang Airport,Zhijiang,8
7521,Yarmouth Airport,Yarmouth,-4
7522,Kinston Regional Jetport At Stallings Field,Kinston,-5
7523,First Flight Airport,Kill Devil Hills,-5
7527,Lintsang Airfield,Lincang,8
7531,Maturacá Airport,Maturaca,-4
7532,Carajás Airport,Parauapebas,-3
7533,Centro de Lançamento de Alcântara Airport,Alcantara,-3
7536,Tarempa Airport,Anambas Islands,7
7538,Würzburg-Schenkenturm Airport,Wuerzburg,1
7542,São Jacinto Airport,Aveiro,0
7544,Hopsten Air Base,Hopsten,1
7546,Persian Gulf International Airport,Khalije Fars,3.5
7547,Yasouj Airport,Yasuj,3.5
7548,Mosul International Airport,Mosul,3
7549,Tajima Airport,Toyooka,9
7550,Amakusa Airport,Amakusa,9
7551,Kikai Airport,Kikai,9
7552,Aguni Airport,Aguni,9
7556,Donoi Airport,Uliastai,8
7557,Bulgan Airport,Bulgan,8
7558,Ulaangom Airport,Ulaangom,7
7559,Borongan Airport,Borongan,8
7560,Lubang Airport,Lubang,8
7563,Kulob Airport,Kulyab,5
7564,Chi Mei Airport,Cimei,8
7565,Daşoguz Airport,Dasoguz,5
7566,Barrow Island Airport,Barrow Island,8
7569,Derby Airport,Derby,8
7570,Walgett Airport,Walgett,10
7571,Bathurst Island Airport,Bathurst Island,9.5
7572,Dunk Island Airport,Dunk Island,10
7573,Lizard Island Airport,Lizard Island,10
7574,Hamilton Airport,Hamilton,10
7575,Halls Creek Airport,Halls Creek,8
7576,Fitzroy Crossing Airport,Fitzroy Crossing,8
7577,Ravensthorpe Airport,Ravensthorpe,8
7578,Wilkins Runway,Budd Coast,12
7579,Provo Municipal Airport,Provo,-7
7580,Steamboat Springs Bob Adams Field,Steamboat Springs,-7
7581,Delta Municipal Airport,Delta,-7
7582,Richfield Municipal Airport,Richfield,-7
7583,Carbon County Regional/Buck Davis Field,Price,-7
7584,Los Alamos Airport,Los Alamos,-7
7586,Lake Havasu City Airport,Lake Havasu City,-7
7587,Winslow Lindbergh Regional Airport,Winslow,-7
7588,Douglas Municipal Airport,Douglas,-7
7589,Marakei Airport,Marakei,12
7590,Abemama Atoll Airport,Abemama,12
7591,Buariki Airport,Buariki,10
7592,Kuria Airport,Kuria,12
7593,Arorae Island Airport,Arorae,12
7594,Tamana Island Airport,Tamana,12
7595,Beru Airport,Beru Island,12
7596,Nikunau Airport,Nikunau,12
7597,Butaritari Atoll Airport,Butaritari,12
7598,Makin Island Airport,Makin,12
7599,Maiana Airport,Maiana,12
7600,Nonouti Airport,Nonouti,12
7601,Tabiteuea South Airport,Tabiteuea,12
7610,Whitianga Airport,Whitianga,12
7611,Takaka Airport,Takaka,12
7615,Afutara Aerodrome,Afutara,11
7616,Ulawa Airport,Ulawa,11
7617,Choiseul Bay Airport,Choiseul Bay,11
7618,Santa Ana Airport,Santa Ana,11
7619,Yandina Airport,Yandina,11
7620,Batuna Aerodrome,Batuna,11
7621,Bartow Municipal Airport,Bartow,-5
7622,Dyagilevo Air Base,Kostroma,3
7627,Fitiuta Airport,Fiti\'uta,-11
7629,Livermore Municipal Airport,Livermore,-8
7630,Mariposa Yosemite Airport,Mariposa,-8
7633,Grootfontein Airport,Grootfontein,1
7634,Rundu Airport,Rundu,1
7642,Tasiilaq Heliport,Angmagssalik,-3
7646,Jacqueline Cochran Regional Airport,Palm Springs,-8
7647,Santa Monica Municipal Airport,Santa Monica,-8
7648,Bermuda Dunes Airport,Palm Springs,-8
7649,Scottsdale Airport,Scottsdale,-7
7650,Olympia Regional Airport,Olympia,-8
7651,Yolo County Davis Woodland Winters Airport,Davis-Woodland-Winters,-8
7652,Garfield County Regional Airport,Rifle,-7
7653,Shively Field,SARATOGA,-7
7654,DeKalb Peachtree Airport,Atlanta,-5
7655,Monroe County Airport,Bloomington,-5
7656,Witham Field,Stuart,-5
7657,Morristown Municipal Airport,Morristown,-5
7658,Napa County Airport,Napa,-8
7659,Brown Field Municipal Airport,San Diego,-8
7660,Wangen-Lachen Airport,Wangen-Lachen,1
7662,Venice Municipal Airport,Venice,-5
7663,Palm Beach County Glades Airport,Pahokee,-5
7669,Northwest Florida Beaches International Airport,Panama City,-6
7670,San Bernardino International Airport,San Bernardino,-8
7671,Valença Airport,Valenca,-3
7673,Caruaru Airport,Caruaru,-3
7674,Wake Island Airfield,Wake island,-10
7675,Aeroclube Airport,Nova Iguacu,-3
7683,San Carlos Airport,San Carlos,-8
7684,Courtelary Airport,Courtelary ,1
7685,Lotnisko Korne,Koszalin,1
7686,Camp Okavango Airport,Okavango Delta,2
7690,Rocky Mount Wilson Regional Airport,Rocky Mount,-5
7691,Whittier Airport,Whittier,-9
7692,Soldotna Airport,Soldotna,-9
7693,Gillespie Field,El Cajon,-8
7694,San Clemente Island Naval Auxiliary Landing Field,San Clemente Island,-8
7700,Phan Rang Airport,Phan Rang,7
7701,Na-San Airport,Son-La,7
7702,Truckee Tahoe Airport,Truckee,-8
7703,Fréjus Airport,Frejus,1
7704,Geelong Airport,Geelong,10
7710,Mezen Airport,Mezen,3
7711,Vaskovo Airport,Arkhangelsk,3
7712,Cobb County-Mc Collum Field,Atlanta,-5
7714,Brumowski  Air Base,Tulln,1
7716,Dell Flight Strip,Dell,-7
7717,Mission Field,Livingston-Montana,-7
7720,Big Timber Airport,Big Timber,-7
7721,Tulip City Airport,Holland,-5
7722,London Heliport,London,0
7723,Venice-Lido Airport,Venice,1
7724,Tallinn Linnahall Heliport,Tallinn,2
7725,Hernesaari Heliport,Helsinki,2
7726,Linkenheim Airport,Linkenheim,1
7727,Monument Valley Airport,Monument Valley,-7
7728,Hilversum Airfield,Hilversum,1
7729,West 30th St. Heliport,New York,-5
7730,Texel Airfield,Texel,1
7731,La Cerdanya Airport,Das i Fontanals de Cerdanya,1
7732,Lakeland Linder International Airport,Lakeland,-5
7738,Stary Oskol Airport,Stary Oskol,3
7766,Syangboche Airport,Syangboche,5.75
7767,Indianola Municipal Airport,New York,-6
7768,Cheremshanka Airport,Krasnoyarsk,7
7769,French Valley Airport,Murrieta-Temecula,-8
7772,Oristano-Fenosu Airport,Oristano,1
7773,White Waltham Airfield,Maidenhead,0
7774,Mysore Airport,Mysore,5.5
7775,Carl R Keller Field,Port Clinton,-5
7776,Dayton-Wright Brothers Airport,Dayton,-5
7777,Richmond Municipal Airport,Richmond,-5
7778,Findlay Airport,Findley,-5
7780,Burlington Executive,Burlington,-5
7782,Penneshaw Airport,Penneshaw,9.5
7787,Engels heliport,Ebenhofen,1
7792,Emporia Municipal Airport,Kempten,-6
7800,Skå-Edeby Airport,Essen,1
7804,Wycombe Air Park,Wycombe,0
7805,Bembridge Airport,Bembridge,0
7806,Waterville / Kings County Municipal Airport,Waterville,-4
7809,Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,-7
7810,Westkapelle heliport,Knokke,1
7811,Redcliffe Airport,Rothwell,10
7812,Oksywie Military Air Base,Gdynia,1
7813,Malbork Military Air Base,Malbork,1
7814,Lask Military Air Base,Lask,1
7815,Miroslawiec Military Air Base,Miroslawiec,1
7816,Krzesiny Military Air Base,Poznan,1
7817,Olive Branch Airport,Olive Branch,-6
7818,Viña del mar Airport,Vina del Mar,-4
7820,Brampton Airport,Brampton,-5
7821,Zonguldak Airport,Zonguldak,3
7822,Rocky Mountain Metropolitan Airport,Broomfield-CO,-7
7826,Salem Municipal Airport/McNary Field,Salem,-8
7827,Tunica Municipal Airport,Tunica,-6
7828,Batken Airport,Batken,6
7830,Kasaba Bay Airport,Kasaba Bay,2
7831,Hunt Field,Lindau,-7
7834,Hoogeveen Airfield,Hoogeveen,1
7835,Teuge Airport,Deventer,1
7836,Midden-Zeeland Airport,Middelburg,1
7837,Ameland Airfield,Ameland,1
7838,Saint-Cyr-l'École Airport,Saint-Cyr,1
7839,Lawrence J Timmerman Airport,Milwaukee,-6
7840,Southern Wisconsin Regional Airport,Janesville,-6
7841,Mantsonyane Airport,Mantsonyane,2
7846,Arlington Municipal Airport,Arlington,-6
7847,Gwinnett County Briscoe Field,Lawrenceville,-5
7848,Bowling Green Warren County Regional Airport,Bowling Green,-6
7849,Richard Lloyd Jones Jr Airport,Tulsa,-6
7853,Al Minhad Air Base,Minhad AB,4
7854,Kirovograd Airport,Kirovograd,2
7855,Roitzschjora Airfield,Roitzschjora,1
7856,El Alamein International Airport,Dabaa City,2
7857,Bryce Canyon Airport,Bryce Canyon,-7
7859,Burlington Alamance Regional Airport,Burlington,-5
7861,Chkalovskiy Air Base,Shchyolkovo,3
7862,Tengchong Tuofeng Airport,Tengchong,8
7863,Belbek Airport,Sevastopol,3
7867,De Peel Air Base,Deurne,1
7868,Camp Bastion Airport,Camp Bastion,4.5
7869,New Century Aircenter Airport,Olathe,-6
7870,Easton Newnam Field,Easton,-5
7871,Stafsberg Airport,Hamar,1
7872,Ringebu Airfield Frya,Frya,1
7875,Yuba County Airport,Yuba City,-8
7879,Phillip Island Airport,Phillip Island,10
7880,Halliburton Field,Duncan,-6
7885,Garner Field,Uvalde,-6
7886,Lewis University Airport,Lockport,-6
7888,Buchanan Field,Concord,-8
7889,Ocean Reef Club Airport,Ocean Reef Club Airport,-5
7892,Strasbourg Neuhof Airfield,Strasbourg Neudorf,1
7893,Nannhausen Airport,Nannhausen,1
7894,Yushu Batang Airport,Yushu,8
7898,Lianshui Airport,Huai An,8
7902,Toronto/Oshawa Executive Airport,Oshawa,-5
7903,Marl-Loemühle Airfield,Recklinghausen,1
7904,Färila Air Base,Farila,1
7905,Lahr Airport,Lahr,1
7906,Monywar Airport,Monywa,6.5
7907,Ohio University Snyder Field,Athens,-5
7908,Springfield-Beckley Municipal Airport,Springfield,-5
7909,Sun Island Resort and SPA,South Aari Atoll,-3
7910,Fes Sefrou Airport,Fes,0
7911,Herrera Airport,Santo Domingo,-4
7912,Cooinda Airport,Cooinda,9.5
7913,Jabiru Airport,Jabiru,9.5
7918,Regensburg-Oberhub Airport,Regensburg,1
7924,Hastings Airport,Freetown,0
7925,Philip Billard Municipal Airport,Topeka,-6
7928,Benson Airstrip,Uvalde,-6
7929,Rough River State Park Airport,Null,-6
7930,Smyrna Airport,Smyrna,-6
7931,Franklin County Airport,Sewanee,-6
7932,Ngari Gunsa Airport,Shiquanhe,8
7933,Cochstedt Airport,Cochstedt,1
7935,Collin County Regional At Mc Kinney Airport,DALLAS,-6
7936,Chicago Executive Airport,Chicago-Wheeling,-6
7938,Southwest Washington Regional Airport,Kelso,-8
7939,Benešov Airport,Benesov,1
7941,Bougouni Airport,Bougouni,0
7946,Tureia Airport,Tureia,-10
7947,McMurdo Station Ice Runway,Ross Island,12
7948,Keekorok Airport,Keekorok,3
7962,Puerto Obaldia Airport,Puerto Obaldia,-5
7963,Kerch Airport,Kerch,3
7976,Ukunda Airstrip,Ukunda,3
7978,Wilmington Airpark,Wilmington,-5
7979,Marana Regional Airport,Tucson,-7
7980,Casa Grande Municipal Airport,Casa Grande,-7
7981,Mobile Airport,Mobile,-7
7982,Buckeye Municipal Airport,Buckeye,-7
7983,Gila Bend Municipal Airport,Gila Bend,-7
7984,McMinn County Airport,Athens,-5
7985,Sterling Municipal Airport,Sterling,-7
7986,Rawlins Municipal Airport/Harvey Field,Rawlins,-7
7987,Mackenzie Airport,Mackenzie British Columbia,-8
7990,Essex County Airport,Caldwell,-5
7991,Lee C Fine Memorial Airport,Kaiser Lake Ozark,-6
7998,Thomasville Regional Airport,Thomasville,-5
7999,Henderson Executive Airport,Henderson,-8
8000,Gostomel Airport,Kiev,2
8005,Henry Tift Myers Airport,Tifton,-5
8006,Landshut Airport,Landshut,1
8007,Itzehoe/Hungriger Wolf Airport,Itzehoe,1
8029,Radom Airport,RADOM,1
8030,Phoenix Deer Valley Airport,Phoenix ,-7
8031,Calgary / Springbank Airport,Calgary,-7
8032,Golden Airport,Golden,-7
8033,Revelstoke Airport,Revelstoke,-8
8034,Republic Airport,Farmingdale,-5
8035,Allstedt Airport,Allstedt,1
8038,General Freire Airport,Curico,-4
8039,Peine-Eddesse Airport,Peine,1
8042,South Texas Regional Airport at Hondo,Hondo,-6
8043,Zhongwei Shapotou Airport,Zhongwei,8
8050,McKinley National Park Airport,McKinley Park,-9
8051,Lake Hood Airport,Anchorage,-9
8052,Prospect Creek Airport,Prospect Creek,-9
8053,Khwai River Lodge Airport,Khwai River,2
8054,Spremberg-Welzow Airport,Welzow,1
8055,Taichung Airport,Taichung,8
8062,Wheeling Ohio County Airport,Wheeling,-5
8063,Fitzgerald Municipal Airport,Fitzgerald,-5
8069,Ye Airport,Ye,6.5
8070,Isla San Felix Airport,Isla San Felix,-4
8075,Shaibah Airport,Shaybah,3
8076,Al Maktoum International Airport,Dubai,4
8077,Aransas County Airport,Rockport,-6
8079,Megève Airport,Verdun,1
8080,Méribel Altiport,Ajaccio,1
8082,Baise Youjiang Airport,Baise,8
8083,Okaukuejo Airport,Okaukuejo,1
8084,Mokuti Lodge Airport,Mokuti Lodge,1
8085,Rotenburg (Wümme) Airport,Rotenburg Wuemme,1
8086,Wipperfürth-Neye Airport,Wipperfuerth,1
8087,Osnabrück-Atterheide Airport,Osnabrueck,1
8088,Flugplatz Ballenstedt,Ballenstedt,1
8089,Flugplatz Hartenholm,Hasenmoor,1
8090,Ganderkesee Atlas Airfield,Ganderkesee,1
8091,Nienburg-Holzbalge Airport,Nienburg Weser,1
8092,Damme Airfield,Damme,1
8093,Borkenberge Airport,Duelmen,1
8094,Obermehler-Schlotheim Airport,Obermehler,1
8095,Hodenhagen Airport,Hodenhagen,1
8096,Grube Airport,Grube,1
8097,Tønder Airport,Toender,1
8098,Celle-Arloh Airport,Celle,1
8099,Uelzen Airport,Uelzen,1
8100,Hamm-Lippewiesen Airport,Hamm,1
8101,Lüsse Airport,Luesse,1
8102,Porta Westfalica Airport,Bad Oeynhausen,1
8103,Brilon/Hochsauerlandkreis Airfield,Brilon,1
8104,Hameln-Pyrmont Airport,Bad Pyrmont,1
8105,Nordholz-Spieka Airfield,Cuxhaven,1
8106,Köthen Airport,Koethen,1
8107,St. Michaelisdonn Airport,Sankt Michaelisdonn,1
8108,Salzgitter-Drütte Airport,Salzgitter,1
8109,Karlshöfen Airport,Karlshoefen,1
8110,Oldenburg-Hatten Airfield,Oldenburg,1
8111,Rinteln Airport,Rinteln,1
8112,Münster-Telgte Airport,Muenster,1
8113,St. Peter-Ording Airport,Sankt Peter-Ording,1
8114,Lüchow-Rehbeck Airport,Luechow,1
8115,Klietz/Scharlibbe Airport,Scharlibbe,1
8116,Burg Airport,Burg,1
8117,Crisp County Cordele Airport,Cordele,-5
8118,Ormond Beach Municipal Airport,Ormond Beach,-5
8119,Bad Neuenahr-Ahrweiler Airfield,Bad Neuenahr,1
8120,Bad Dürkheim Airport,Bad Duerkheim,1
8121,Portland Troutdale Airport,Troutdale,-8
8122,Portland Hillsboro Airport,Hillsboro,-8
8123,One Police Plaza Heliport,New York,-5
8124,Leverkusen Airport,Leverkusen,1
8126,Wershofen/Eifel Airfield,Wershofen,1
8127,Khost Airport,Khost,4.5
8130,Namtu Airport,Naypyidaw,6.5
8133,Bend Municipal Airport,Bend,-8
8134,Christmas Valley Airport,Christmas Valley,-8
8135,Burns Municipal Airport,Burns,-8
8136,Prineville Airport,Prineville,-8
8137,Red Bluff Municipal Airport,Red Bluff,-8
8138,Marin County Airport - Gnoss Field,Novato,-8
8139,Lake County Airport,Lakeview,-8
8140,Tillamook Airport,Tillamook,-8
8141,Ontario Municipal Airport,Ontario,-7
8142,Columbia Gorge Regional the Dalles Municipal Airport,The Dalles,-8
8143,Montgomery County Airpark,Gaithersburg,-5
8146,Sharana Airstrip,Sharona,4.5
8147,Pembroke Airport,Pembroke,-5
8148,Tsumeb Airport,Tsumeb,1
8149,Suffield Heliport,Suffield,-7
8152,Blumenau Airport,BLUMENAU,-3
8156,Bolshoye Gryzlovo Airfield,Stupino,3
8162,Charlevoix Municipal Airport,Charelvoix,-5
8165,Mykines Heliport,Mykines,0
8177,Cornwall Regional Airport,Cornwall,-5
8178,Seppe Airfield,Bosschenhoofd,1
8179,St Stephan Airport,St.Stephan,1
8180,Zona da Mata Regional Airport,Juiz de Fora,-3
